"id","turId","artId","antal"
"1","1","1003","1"
"2","1","924","1"
"3","1","457","1"
"4","1","435","1"
"5","1","430","1"
"6","2","431","1"
"7","1","559","1"
"8","1","538","1"
"9","1","1150","1"
"10","1","1272","1"
"11","1","1343","1"
"12","1","1071","1"
"13","1","293","1"
"14","1","390","1"
"15","1","1601","1"
"16","1","1669","1"
"17","2","1737","1"
"18","1","1690","1"
"19","2","1875","1"
"20","1","1943","1"
"21","1","1920","1"
"22","1","1931","1"
"23","3","1905","1"
"24","1","1905","1"
"25","1","1975","1"
"26","1","2073","1"
"27","1","2997","1"
"28","1","3492","1"
"29","1","4497","1"
"30","4","7736","1"
"31","1","7736","1"
"32","2","7726","1"
"33","1","7571","1"
"34","1","7536","1"
"35","1","7595","1"
"36","2","10413","1"
"37","2","10397","1"
"38","1","10370","1"
"39","4","6854","1"
"40","2","8163","1"
"41","1","8206","1"
"42","1","8220","1"
"43","1","8359","1"
"44","2","8252","1"
"45","1","8252","1"
"46","1","8253","1"
"47","2","9423","1"
"48","1","9312","1"
"49","1","7477","1"
"50","1","7488","1"
"51","1","10952","1"
"52","1","10994","1"
"53","2","10999","1"
"54","1","10555","1"
"55","2","10444","1"
"56","2","10616","6"
"57","2","10614","1"
"58","1","9991","1"
"59","1","9969","1"
"60","1","9125","1"
"61","1","7221","1"
"62","1","7288","1"
"63","1","7301","1"
"64","1","7271","1"
"65","5","765","1"
"66","5","590","1"
"67","5","1351","1"
"68","5","1381","1"
"69","5","1383","1"
"70","5","1367","1"
"71","5","1101","1"
"72","5","1087","1"
"73","5","240","1"
"74","5","239","1"
"75","5","236","1"
"76","5","1652","1"
"77","5","1887","1"
"78","5","2016","1"
"79","5","1948","1"
"80","5","1960","1"
"81","5","1995","1"
"82","5","2065","1"
"83","5","3196","1"
"84","5","3495","1"
"85","5","3503","1"
"86","5","3979","1"
"87","5","4138","1"
"88","5","4601","1"
"89","5","4495","1"
"90","5","4509","1"
"91","5","7707","1"
"92","5","7697","1"
"93","5","7728","1"
"94","5","7590","1"
"95","5","7602","1"
"96","5","7592","1"
"97","5","10388","1"
"98","5","6867","1"
"99","5","8197","1"
"100","5","8116","1"
"101","5","7795","1"
"102","5","7820","1"
"103","5","7808","1"
"104","5","8215","1"
"105","5","8366","1"
"106","5","8360","1"
"107","5","8260","1"
"108","5","9598","1"
"109","5","9596","1"
"110","5","9558","1"
"111","5","9546","1"
"112","5","9556","1"
"113","5","9559","1"
"114","5","9554","1"
"115","5","9562","1"
"116","5","9542","1"
"117","5","9568","1"
"118","5","9566","1"
"119","5","9567","1"
"120","5","9576","1"
"121","5","9435","1"
"122","5","9476","1"
"123","5","8514","1"
"124","5","8513","1"
"125","5","7438","1"
"126","5","8993","1"
"127","5","10964","1"
"128","5","10963","1"
"129","5","10976","1"
"130","5","10962","1"
"131","5","10974","1"
"132","5","10577","1"
"133","5","10445","1"
"134","5","10443","1"
"135","5","9972","1"
"136","5","9977","1"
"137","5","9995","1"
"138","5","7268","1"
"139","5","7269","1"
"140","5","7315","1"
"141","5","7319","1"
"142","6","1003","1"
"143","7","1003","1"
"144","8","924","1"
"145","9","457","1"
"146","7","521","1"
"147","7","565","1"
"148","7","559","1"
"149","7","591","1"
"150","7","609","1"
"151","10","1110","1"
"152","11","1272","1"
"153","12","1272","1"
"154","13","1285","1"
"155","14","1285","2"
"156","15","1285","1"
"157","16","1285","1"
"158","17","1285","1"
"159","18","1343","1"
"160","19","1343","1"
"161","20","1343","1"
"162","21","1343","1"
"163","12","1343","1"
"164","22","1122","1"
"165","7","1071","1"
"166","23","1627","1"
"167","7","1669","1"
"168","7","1690","1"
"169","7","1866","1"
"170","7","1837","1"
"171","7","1943","1"
"172","24","1920","1"
"173","7","1920","1"
"174","7","1911","1"
"175","7","1905","1"
"176","25","1964","1"
"177","7","1964","1"
"178","9","2073","1"
"179","26","2073","1"
"180","19","2073","1"
"181","21","2073","1"
"182","27","2130","1"
"183","28","2130","1"
"184","29","2130","1"
"185","30","2130","1"
"186","31","2130","1"
"187","32","2130","1"
"188","33","2130","1"
"189","34","3492","1"
"190","35","3492","1"
"191","26","4497","1"
"192","32","4497","1"
"193","36","4497","1"
"194","37","7736","1"
"195","38","10408","1"
"196","7","10407","1"
"197","20","10370","1"
"198","21","10370","1"
"199","39","7426","20"
"200","40","7426","1"
"201","41","10346","1"
"202","15","10346","1"
"203","21","8212","1"
"204","21","8359","1"
"205","38","8352","1"
"206","21","8352","1"
"207","38","8350","1"
"208","21","8350","1"
"209","42","8350","1"
"210","43","8349","1"
"211","21","8349","1"
"212","36","8349","1"
"213","44","8252","1"
"214","21","8252","1"
"215","45","8253","1"
"216","46","8253","1"
"217","20","8253","1"
"218","21","8253","1"
"219","36","8253","1"
"220","7","8253","1"
"221","47","8253","1"
"222","48","8843","1"
"223","19","8843","1"
"224","21","9499","1"
"225","49","9420","1"
"226","50","9420","1"
"227","51","9420","1"
"228","36","9420","1"
"229","21","9434","1"
"230","6","9312","1"
"231","26","9312","1"
"232","21","9312","1"
"233","21","9330","1"
"234","52","9331","30"
"235","53","9331","1"
"236","54","9332","1"
"237","20","9332","1"
"238","21","9332","1"
"239","47","9332","1"
"240","12","9334","1"
"241","47","9334","1"
"242","55","7623","1"
"243","12","7623","1"
"244","56","7456","1"
"245","20","7456","1"
"246","21","7456","1"
"247","36","7456","1"
"248","12","7456","1"
"249","57","7456","1"
"250","26","7477","1"
"251","20","7477","1"
"252","21","7477","1"
"253","36","7477","1"
"254","12","7477","1"
"255","8","7488","1"
"256","49","7488","1"
"257","26","7488","1"
"258","36","7488","1"
"259","12","7488","1"
"260","21","8974","1"
"261","58","9002","1"
"262","59","8918","1"
"263","36","8918","1"
"264","60","8918","1"
"265","61","9736","1"
"266","26","10952","1"
"267","58","10952","1"
"268","9","10440","1"
"269","6","10440","1"
"270","19","10440","1"
"271","36","10440","1"
"272","62","10555","1"
"273","63","10555","1"
"274","64","10555","1"
"275","65","10536","1"
"276","6","10536","1"
"277","24","10536","1"
"278","32","10536","1"
"279","20","10536","1"
"280","12","10536","1"
"281","49","10531","1"
"282","6","10531","1"
"283","26","10531","1"
"284","19","10531","1"
"285","21","10531","1"
"286","41","10624","1"
"287","66","10624","1"
"288","67","10628","1"
"289","68","10628","2"
"290","69","10628","1"
"291","7","10565","1"
"292","70","10616","1"
"293","71","10616","10"
"294","72","10616","3"
"295","73","9991","1"
"296","56","9991","10"
"297","20","9991","1"
"298","9","9969","1"
"299","73","9969","1"
"300","74","9969","1"
"301","6","9969","1"
"302","7","9125","1"
"303","26","7221","1"
"304","19","7221","1"
"305","75","7264","1"
"306","6","7254","1"
"307","26","7254","1"
"308","41","7288","1"
"309","26","7288","1"
"310","74","7301","1"
"311","26","7301","1"
"312","7","7301","1"
"313","74","7271","1"
"314","26","7271","1"
"315","76","7426","1"
"316","76","9312","1"
"317","76","9330","1"
"318","76","7254","1"
"319","77","1343","1"
"320","77","1920","1"
"321","77","9331","1"
"322","78","7288","1"
"323","77","7301","1"
"324","77","7271","1"
"325","79","1003","1"
"326","80","1093","1"
"327","81","1908","1"
"328","82","1916","1"
"329","83","3492","5"
"330","84","7571","1"
"331","85","7571","1"
"332","84","7595","1"
"333","86","10417","1"
"334","82","10417","1"
"335","87","7426","1"
"336","88","9498","1"
"337","89","9499","1"
"338","90","7623","1"
"339","79","7456","1"
"340","91","1003","1"
"341","92","1003","1"
"342","91","430","1"
"343","91","521","1"
"344","92","521","1"
"345","91","584","1"
"346","93","584","1"
"347","94","584","1"
"348","95","585","1"
"349","91","577","1"
"350","91","602","1"
"351","94","602","1"
"352","96","601","1"
"353","91","607","1"
"354","97","607","1"
"355","94","607","1"
"356","91","604","1"
"357","93","604","1"
"358","97","604","1"
"359","97","1272","1"
"360","97","1343","1"
"361","92","1343","1"
"362","92","1354","1"
"363","94","1354","1"
"364","94","1217","1"
"365","97","1071","1"
"366","91","1508","1"
"367","93","1508","1"
"368","97","1508","1"
"369","98","1549","1"
"370","91","1593","1"
"371","91","1601","1"
"372","99","1826","1"
"373","91","1943","1"
"374","92","4497","1"
"375","97","6854","1"
"376","99","8352","1"
"377","99","8349","1"
"378","100","8349","1"
"379","100","8252","1"
"380","97","9420","1"
"381","91","7623","1"
"382","91","7477","1"
"383","94","7477","1"
"384","94","7488","1"
"385","91","7435","1"
"386","93","7435","1"
"387","94","7435","1"
"388","93","8974","1"
"389","97","8974","1"
"390","92","8974","1"
"391","94","8974","1"
"392","93","8918","1"
"393","101","10994","1"
"394","91","10555","1"
"395","91","10536","1"
"396","93","10536","1"
"397","91","10531","1"
"398","93","10624","1"
"399","97","10624","1"
"400","91","9125","1"
"401","102","7221","1"
"402","97","7221","1"
"403","97","7317","1"
"404","103","462","1"
"405","103","487","1"
"406","103","1690","1"
"407","103","1911","1"
"408","103","2130","1"
"409","103","4497","1"
"410","103","7736","1"
"411","103","8843","1"
"412","103","9002","1"
"413","103","8918","1"
"414","103","10952","1"
"415","103","9991","1"
"416","103","7221","1"
"417","103","7317","1"
"418","104","1150","1"
"419","105","1150","1"
"420","106","1343","1"
"421","107","4079","1"
"422","106","4497","1"
"423","108","4497","1"
"424","109","8220","1"
"425","110","9420","1"
"426","108","7477","5"
"427","108","7488","1"
"428","110","8974","1"
"429","106","8974","1"
"430","108","8974","1"
"431","105","9002","1"
"432","111","9002","1"
"433","110","9736","1"
"434","110","10442","1"
"435","108","10440","1"
"436","108","10536","1"
"437","106","10624","1"
"438","108","10624","5"
"439","112","802","1"
"440","113","802","1"
"441","114","802","1"
"442","115","801","1"
"443","112","788","1"
"444","116","788","1"
"445","113","788","1"
"446","117","788","1"
"447","118","788","4"
"448","119","788","1"
"449","120","788","3"
"450","121","788","8"
"451","122","788","1"
"452","123","788","1"
"453","124","788","1"
"454","125","788","1"
"455","126","788","1"
"456","127","788","1"
"457","116","1003","1"
"458","113","1003","1"
"459","117","1003","1"
"460","128","1003","30"
"461","129","1003","20"
"462","130","1003","30"
"463","131","1003","30"
"464","132","1003","20"
"465","119","1003","1"
"466","120","1003","1"
"467","121","1003","20"
"468","122","1003","1"
"469","123","1003","1"
"470","124","1003","1"
"471","115","1003","1"
"472","133","1003","1"
"473","134","1003","1"
"474","135","1003","1"
"475","114","1003","1"
"476","136","1003","1"
"477","137","1003","1"
"478","138","1003","1"
"479","139","1003","1"
"480","140","1003","1"
"481","141","1003","1"
"482","142","1003","1"
"483","125","1003","1"
"484","143","1003","1"
"485","144","1003","1"
"486","145","1003","1"
"487","146","1003","1"
"488","126","1003","1"
"489","147","1003","1"
"490","148","924","1"
"491","113","924","1"
"492","117","924","1"
"493","128","924","1"
"494","131","924","3"
"495","118","924","1"
"496","124","924","1"
"497","115","924","1"
"498","114","924","1"
"499","140","924","1"
"500","126","924","1"
"501","147","924","1"
"502","149","457","1"
"503","148","457","1"
"504","150","457","1"
"505","113","457","1"
"506","117","457","1"
"507","151","457","3"
"508","129","457","4"
"509","131","457","30"
"510","132","457","30"
"511","119","457","1"
"512","120","457","1"
"513","121","457","1"
"514","122","457","1"
"515","115","457","1"
"516","133","457","1"
"518","136","457","1"
"519","140","457","1"
"520","142","457","1"
"521","125","457","1"
"522","127","457","1"
"523","149","462","1"
"524","148","462","1"
"525","117","462","1"
"526","119","462","2"
"527","120","462","1"
"528","121","462","1"
"529","152","462","1"
"530","115","462","1"
"531","135","462","1"
"532","142","462","1"
"533","125","462","1"
"534","127","462","1"
"535","148","430","1"
"536","115","430","1"
"537","147","430","1"
"538","153","430","1"
"539","154","447","1"
"540","155","447","1"
"541","156","447","30"
"542","157","447","13"
"543","145","447","1"
"544","158","452","1"
"545","159","452","1"
"546","145","452","1"
"547","149","441","1"
"548","148","441","1"
"549","117","441","1"
"550","120","441","40"
"551","115","441","1"
"552","126","441","1"
"553","127","441","1"
"554","160","487","1"
"555","116","487","1"
"556","161","487","1"
"557","152","487","1"
"558","115","487","1"
"559","138","487","1"
"560","125","487","1"
"561","147","487","1"
"562","149","521","1"
"563","148","521","1"
"564","113","521","1"
"565","117","521","1"
"566","151","521","5"
"567","128","521","10"
"568","129","521","2"
"569","130","521","10"
"570","131","521","10"
"571","132","521","10"
"572","119","521","1"
"573","120","521","1"
"574","123","521","1"
"575","115","521","1"
"576","134","521","1"
"577","114","521","1"
"578","136","521","1"
"579","138","521","1"
"580","140","521","1"
"581","141","521","1"
"582","142","521","1"
"583","125","521","1"
"584","146","521","1"
"585","126","521","1"
"586","127","521","1"
"587","147","521","1"
"588","162","521","1"
"589","163","511","1"
"590","164","511","1"
"591","112","517","1"
"592","131","517","14"
"593","145","517","1"
"594","165","565","1"
"595","148","565","1"
"596","128","565","1"
"597","131","565","2"
"598","114","565","1"
"599","139","565","1"
"600","140","565","1"
"601","141","565","1"
"602","125","559","1"
"603","127","559","1"
"604","166","572","1"
"605","148","584","1"
"606","117","584","1"
"607","119","584","1"
"608","120","584","1"
"609","123","584","1"
"610","124","584","1"
"611","115","584","1"
"612","142","584","1"
"613","125","584","1"
"614","155","585","1"
"615","124","585","1"
"616","152","585","1"
"617","115","585","1"
"618","148","577","1"
"619","119","577","1"
"620","120","577","1"
"621","123","577","1"
"622","125","577","1"
"623","167","591","1"
"624","168","591","1"
"625","148","591","1"
"626","151","591","5"
"627","128","591","30"
"628","130","591","1"
"629","131","591","30"
"630","119","591","3"
"631","120","591","1"
"632","121","591","1"
"633","122","591","1"
"634","115","591","1"
"635","133","591","1"
"636","134","591","1"
"637","114","591","1"
"638","136","591","1"
"639","137","591","1"
"640","138","591","1"
"641","141","591","1"
"642","143","591","1"
"643","145","591","1"
"644","127","591","1"
"645","153","591","1"
"646","169","591","1"
"647","162","591","1"
"648","170","587","1"
"649","125","598","1"
"650","149","602","1"
"651","148","602","1"
"652","150","602","1"
"653","113","602","1"
"654","117","602","1"
"655","151","602","1"
"656","119","602","1"
"657","120","602","1"
"658","121","602","1"
"659","122","602","1"
"660","123","602","1"
"661","124","602","1"
"662","115","602","1"
"663","142","602","1"
"664","126","602","1"
"665","127","602","1"
"666","147","602","1"
"667","162","602","1"
"668","116","607","1"
"669","119","607","4"
"670","121","607","1"
"671","122","607","1"
"672","115","607","1"
"673","142","607","1"
"674","125","607","1"
"675","126","607","1"
"676","127","607","1"
"677","167","609","1"
"678","171","609","1"
"679","151","609","5"
"680","128","609","6"
"681","131","609","10"
"682","132","609","6"
"683","122","609","1"
"684","133","609","1"
"685","135","609","1"
"686","114","609","1"
"687","136","609","1"
"688","138","609","1"
"689","141","609","1"
"690","125","609","1"
"691","143","609","1"
"692","146","609","1"
"693","147","609","1"
"694","153","609","1"
"695","162","609","1"
"696","112","604","1"
"697","148","604","1"
"698","142","604","1"
"699","172","1110","1"
"700","139","1110","1"
"701","173","1110","1"
"702","118","1162","1"
"703","174","1162","1"
"704","175","1272","1"
"705","176","1272","1"
"706","121","1272","1"
"707","140","1285","1"
"708","141","1285","1"
"709","148","1343","1"
"710","118","1343","2"
"711","120","1343","1"
"712","121","1343","1"
"713","122","1343","1"
"714","123","1343","1"
"715","115","1343","1"
"716","141","1343","1"
"717","125","1343","1"
"718","146","1343","1"
"719","127","1343","1"
"720","147","1343","1"
"721","121","1354","1"
"722","125","1354","1"
"723","141","1122","1"
"724","173","1205","1"
"725","141","1093","1"
"726","177","1071","1"
"727","149","1071","1"
"728","150","1071","1"
"729","120","1071","1"
"730","121","1071","1"
"731","122","1071","1"
"732","123","1071","1"
"733","115","1071","1"
"734","125","1071","1"
"735","178","390","1"
"736","179","1508","1"
"737","151","1508","1"
"738","128","1508","1"
"739","180","1508","1"
"740","181","1508","1"
"741","176","1508","1"
"742","140","1508","1"
"743","149","1601","1"
"744","148","1601","1"
"745","150","1601","1"
"746","113","1601","1"
"747","117","1601","1"
"748","151","1601","10"
"749","131","1601","20"
"750","119","1601","1"
"751","120","1601","1"
"752","121","1601","1"
"753","122","1601","1"
"754","115","1601","1"
"755","133","1601","1"
"756","134","1601","1"
"757","135","1601","1"
"758","145","1601","1"
"759","126","1601","1"
"760","127","1601","1"
"761","177","1669","1"
"762","168","1669","1"
"763","182","1669","1"
"764","128","1669","1"
"765","183","1669","1"
"766","152","1669","1"
"767","184","1669","1"
"768","115","1669","1"
"769","133","1669","1"
"770","134","1669","1"
"771","135","1669","1"
"772","114","1669","1"
"773","136","1669","1"
"774","138","1669","1"
"775","140","1669","1"
"776","141","1669","1"
"777","126","1669","1"
"778","153","1669","1"
"779","162","1669","1"
"780","177","1721","1"
"781","178","1721","1"
"782","185","1721","1"
"783","180","1721","1"
"784","183","1721","1"
"785","136","1721","1"
"786","137","1721","1"
"787","138","1721","1"
"788","139","1721","1"
"789","140","1721","1"
"790","114","1727","1"
"791","157","1716","200"
"792","137","1716","1"
"793","138","1716","1"
"794","140","1716","1"
"795","128","1719","1"
"796","136","1719","1"
"797","137","1719","1"
"798","139","1719","1"
"799","140","1719","1"
"800","186","1846","1"
"801","134","1846","1"
"802","162","1846","1"
"803","112","1690","1"
"804","131","1690","30"
"805","157","1690","11"
"806","121","1690","1"
"807","133","1690","1"
"808","134","1690","1"
"809","114","1690","1"
"810","136","1690","1"
"811","138","1690","1"
"812","140","1690","1"
"813","162","1690","1"
"814","187","1863","1"
"815","151","1863","3"
"816","128","1863","7"
"817","133","1863","1"
"818","134","1863","1"
"819","135","1863","1"
"820","114","1863","1"
"821","136","1863","1"
"822","141","1863","1"
"823","144","1863","1"
"824","169","1863","1"
"825","162","1863","1"
"826","177","1866","1"
"827","188","1866","1"
"828","151","1866","50"
"829","128","1866","50"
"830","189","1866","1"
"831","180","1866","3"
"832","176","1866","1"
"833","190","1866","1"
"834","133","1866","1"
"835","134","1866","1"
"836","135","1866","1"
"837","114","1866","1"
"838","136","1866","1"
"839","137","1866","1"
"840","138","1866","1"
"841","141","1866","1"
"842","144","1866","1"
"843","169","1866","1"
"844","162","1866","1"
"845","151","1855","1"
"846","137","1855","1"
"847","191","1850","1"
"848","185","1850","1"
"849","180","1850","2"
"850","130","1850","4"
"851","135","1850","1"
"852","114","1850","1"
"853","136","1850","1"
"854","141","1850","1"
"855","135","1851","1"
"856","114","1851","1"
"857","136","1851","1"
"858","138","1851","1"
"859","162","1851","1"
"860","192","1827","1"
"861","148","1827","1"
"862","113","1827","1"
"863","117","1827","1"
"864","151","1827","4"
"865","176","1827","2"
"866","131","1827","1"
"867","118","1827","4"
"868","119","1827","1"
"869","183","1827","5"
"870","122","1827","1"
"871","123","1827","1"
"872","115","1827","1"
"873","138","1827","1"
"874","139","1827","1"
"875","141","1827","1"
"876","144","1827","1"
"877","126","1827","1"
"878","162","1827","1"
"879","140","1826","1"
"880","143","1826","1"
"881","193","1829","1"
"882","194","1829","1"
"883","176","1829","1"
"884","183","1829","1"
"885","114","1829","1"
"886","140","1829","1"
"887","141","1829","1"
"888","144","1829","1"
"889","162","1829","1"
"890","173","1829","1"
"891","195","1837","1"
"892","196","1837","1"
"893","151","1837","2"
"894","128","1837","1"
"895","180","1837","2"
"896","176","1837","2"
"897","183","1837","4"
"898","133","1837","1"
"899","134","1837","1"
"900","114","1837","1"
"901","136","1837","1"
"902","138","1837","1"
"903","139","1837","1"
"904","140","1837","1"
"905","141","1837","1"
"906","144","1837","1"
"907","169","1837","1"
"908","162","1837","1"
"909","197","1835","1"
"910","180","1835","1"
"911","139","1835","1"
"912","140","1835","1"
"913","151","1833","1"
"914","134","1833","1"
"915","114","1833","1"
"916","140","1833","1"
"917","144","1833","1"
"918","180","1872","1"
"919","114","1818","1"
"920","153","1818","1"
"921","191","1814","1"
"922","151","1814","1"
"923","128","1814","21"
"924","180","1814","1"
"925","198","1814","1"
"926","133","1814","1"
"927","134","1814","1"
"928","135","1814","1"
"929","114","1814","1"
"930","136","1814","1"
"931","137","1814","1"
"932","138","1814","1"
"933","141","1814","1"
"934","173","1814","1"
"935","155","1789","1"
"936","121","1789","1"
"937","174","1789","1"
"938","117","1798","1"
"939","181","1798","1"
"940","121","1798","1"
"941","138","1798","1"
"942","174","1798","1"
"943","149","1943","1"
"944","148","1943","1"
"945","150","1943","1"
"946","113","1943","1"
"947","117","1943","1"
"948","151","1943","1"
"949","128","1943","1"
"950","130","1943","1"
"951","131","1943","30"
"952","119","1943","1"
"953","121","1943","1"
"954","115","1943","1"
"955","133","1943","1"
"956","134","1943","1"
"957","135","1943","1"
"958","114","1943","1"
"959","136","1943","1"
"960","140","1943","1"
"961","125","1943","1"
"962","143","1943","1"
"963","145","1943","1"
"964","126","1943","1"
"965","127","1943","1"
"966","147","1943","1"
"967","153","1943","1"
"968","162","1943","1"
"969","138","1953","1"
"970","145","1953","1"
"971","149","1920","1"
"972","148","1920","1"
"973","150","1920","1"
"974","113","1920","1"
"975","117","1920","1"
"976","151","1920","1"
"977","128","1920","1"
"978","130","1920","1"
"979","131","1920","10"
"980","119","1920","1"
"981","121","1920","1"
"982","115","1920","1"
"983","134","1920","1"
"984","135","1920","1"
"985","114","1920","1"
"986","136","1920","1"
"987","140","1920","1"
"988","125","1920","1"
"989","145","1920","1"
"990","126","1920","1"
"991","127","1920","1"
"992","147","1920","1"
"993","162","1920","1"
"994","148","1911","1"
"995","150","1911","1"
"996","113","1911","1"
"997","117","1911","1"
"998","151","1911","1"
"999","128","1911","1"
"1000","130","1911","1"
"1001","131","1911","5"
"1002","119","1911","1"
"1003","120","1911","1"
"1004","121","1911","1"
"1005","115","1911","1"
"1006","134","1911","1"
"1007","135","1911","1"
"1008","114","1911","1"
"1009","136","1911","1"
"1010","125","1911","1"
"1011","144","1911","1"
"1012","145","1911","1"
"1013","126","1911","1"
"1014","127","1911","1"
"1015","147","1911","1"
"1016","162","1911","1"
"1017","177","1905","1"
"1018","112","1905","1"
"1019","148","1905","1"
"1020","150","1905","1"
"1021","113","1905","1"
"1022","117","1905","1"
"1023","151","1905","1"
"1024","128","1905","1"
"1025","130","1905","1"
"1026","119","1905","1"
"1027","121","1905","1"
"1028","115","1905","1"
"1029","133","1905","1"
"1030","134","1905","1"
"1031","135","1905","1"
"1032","114","1905","1"
"1033","144","1905","1"
"1034","126","1905","1"
"1035","127","1905","1"
"1036","147","1905","1"
"1037","153","1905","1"
"1038","162","1905","1"
"1039","199","1964","1"
"1040","200","1964","1"
"1041","201","1964","1"
"1042","128","1964","4"
"1043","185","1964","5"
"1044","180","1964","5"
"1045","181","1964","5"
"1046","130","1964","1"
"1047","176","1964","1"
"1048","131","1964","1"
"1049","133","1964","1"
"1050","134","1964","1"
"1051","135","1964","1"
"1052","114","1964","1"
"1053","136","1964","1"
"1054","137","1964","1"
"1055","138","1964","1"
"1056","139","1964","1"
"1057","140","1964","1"
"1058","141","1964","1"
"1059","143","1964","1"
"1060","144","1964","1"
"1061","169","1964","1"
"1062","162","1964","1"
"1063","151","1975","2"
"1064","128","1975","1"
"1065","133","1975","1"
"1066","114","1975","1"
"1067","136","1975","1"
"1068","137","1975","1"
"1069","140","1975","1"
"1070","141","1975","1"
"1071","169","1975","1"
"1072","202","1977","1"
"1073","128","1977","3"
"1074","135","1977","1"
"1075","114","1977","1"
"1076","136","1977","1"
"1077","138","1977","1"
"1078","169","1977","1"
"1079","137","1982","1"
"1080","143","1982","1"
"1081","138","1997","1"
"1082","141","2070","1"
"1083","148","2073","1"
"1084","117","2073","1"
"1085","151","2073","5"
"1086","131","2073","5"
"1087","119","2073","1"
"1088","122","2073","1"
"1089","124","2073","1"
"1090","115","2073","1"
"1091","141","2073","1"
"1092","125","2073","1"
"1093","203","3245","1"
"1094","180","3492","20"
"1095","114","3492","1"
"1096","138","3492","1"
"1097","139","3492","1"
"1098","141","3492","1"
"1099","204","4079","1"
"1100","155","4079","1"
"1101","205","4079","1"
"1102","113","4079","1"
"1103","117","4079","1"
"1104","206","4079","1"
"1105","145","4079","1"
"1106","126","4079","1"
"1107","207","4497","1"
"1108","112","7736","1"
"1109","125","7736","1"
"1110","147","7736","1"
"1111","208","7571","1"
"1112","180","7571","50"
"1113","181","7571","5"
"1114","176","7571","40"
"1115","209","7571","1"
"1116","210","7571","1"
"1117","183","7571","10"
"1118","211","7571","1"
"1119","135","7571","1"
"1120","114","7571","1"
"1121","138","7571","1"
"1122","140","7571","1"
"1123","141","7571","1"
"1124","151","7536","5"
"1125","139","7536","1"
"1126","141","7536","1"
"1127","138","7595","1"
"1128","212","10407","1"
"1129","131","10407","5"
"1130","157","10407","20"
"1131","177","10416","1"
"1132","192","10416","1"
"1133","170","10416","1"
"1134","155","10417","1"
"1135","131","10417","5"
"1136","213","10417","1"
"1137","214","10370","1"
"1138","151","10370","6"
"1139","180","10370","10"
"1140","181","10370","0"
"1141","130","10370","1"
"1142","176","10370","2"
"1143","131","10370","2"
"1144","156","10370","2"
"1145","133","10370","1"
"1146","134","10370","1"
"1147","135","10370","1"
"1148","114","10370","1"
"1149","136","10370","1"
"1150","139","10370","1"
"1151","140","10370","1"
"1152","141","10370","1"
"1153","162","10370","1"
"1154","129","10368","1"
"1155","184","10368","1"
"1156","141","10350","1"
"1157","112","7426","1"
"1158","118","7426","40"
"1159","207","7426","1"
"1160","215","6854","1"
"1161","168","6854","1"
"1162","216","6854","1"
"1163","117","6854","1"
"1164","217","6854","1"
"1165","118","6854","1"
"1166","121","6854","1"
"1167","218","6854","1"
"1168","122","6854","1"
"1169","151","8206","3"
"1170","128","8206","1"
"1171","206","8206","1"
"1172","133","8206","1"
"1173","134","8206","1"
"1174","135","8206","1"
"1175","114","8206","1"
"1176","136","8206","1"
"1177","140","8206","1"
"1178","144","8206","1"
"1179","153","8206","1"
"1180","169","8206","1"
"1181","219","8212","1"
"1182","199","8199","1"
"1183","151","8359","1"
"1184","206","8359","1"
"1185","133","8359","1"
"1186","134","8359","1"
"1187","114","8359","1"
"1188","169","8359","1"
"1189","206","8352","1"
"1190","134","8352","1"
"1191","151","8350","1"
"1192","153","8350","1"
"1193","206","8349","1"
"1194","153","8349","1"
"1195","220","8252","1"
"1196","151","8253","1"
"1197","128","8253","1"
"1198","132","8253","1"
"1199","206","8253","1"
"1200","189","9524","1"
"1201","130","9547","1"
"1202","176","9547","1"
"1203","148","9420","1"
"1204","131","9420","1"
"1205","123","9420","1"
"1206","115","9420","1"
"1207","221","9312","1"
"1208","128","9312","1"
"1209","131","9312","1"
"1210","121","9312","1"
"1211","115","9312","1"
"1212","126","9312","1"
"1213","149","9330","1"
"1214","148","9330","1"
"1215","113","9330","1"
"1216","117","9330","1"
"1217","121","9330","1"
"1218","125","9330","1"
"1219","121","9331","1"
"1220","222","9332","1"
"1221","131","9332","6"
"1222","223","8688","1"
"1223","155","8688","1"
"1224","121","8688","12"
"1225","224","8688","1"
"1226","146","8688","1"
"1227","121","7623","1"
"1228","147","7623","1"
"1229","121","7456","1"
"1230","148","7477","1"
"1231","119","7477","1"
"1232","121","7477","1"
"1233","122","7477","1"
"1234","123","7477","1"
"1235","124","7477","1"
"1236","115","7477","1"
"1237","141","7477","1"
"1238","125","7477","1"
"1239","145","7477","1"
"1240","146","7477","1"
"1241","126","7477","1"
"1242","127","7477","1"
"1243","147","7477","1"
"1244","148","7488","1"
"1245","121","7488","1"
"1246","122","7488","1"
"1247","123","7488","1"
"1248","115","7488","1"
"1249","145","7488","1"
"1250","126","7488","1"
"1251","127","7488","1"
"1252","147","7488","1"
"1253","171","7435","1"
"1254","115","7435","1"
"1255","115","8974","1"
"1256","147","8974","1"
"1257","153","8974","1"
"1258","147","9002","1"
"1259","206","8918","1"
"1260","121","8918","1"
"1261","122","8918","1"
"1262","115","8918","1"
"1263","112","10952","1"
"1264","188","10952","1"
"1265","112","10994","1"
"1266","225","10994","1"
"1267","226","10994","1"
"1268","151","10994","5"
"1269","128","10994","1"
"1270","176","10994","5"
"1271","131","10994","4"
"1272","183","10994","1"
