"id","familieID","danskArt","latinArt","engelskArt","artSort"
"1","2059","Grå Tinamu","tao ","Grey Tinamou","20"
"2","2059","Olivengrå Tinamu","solitarius ","Solitary Tinamou","30"
"3","2059","Gråsort Tinamu","osgoodi ","Black Tinamou","40"
"4","2059","Stor Tinamu","major ","Great Tinamou","50"
"5","2059","Gråisset Tinamu","guttatus ","White-throated Tinamou","60"
"6","1352","Bjergskovstinamu","bonapartei ","Highland Tinamou","70"
"7","1352","Rødhovedet Tinamu","julius ","Tawny-breasted Tinamou","80"
"8","1352","Hætte Tinamu","nigrocapillus ","Hooded Tinamou","90"
"9","528","Sort Tinamu","berlepschi ","Berlepsch's Tinamou","100"
"10","528","Asketinamu","cinereus ","Cinereous Tinamou","110"
"11","528","Lille Tinamu","soui ","Little Tinamou","120"
"12","528","Tepuítinamu","ptaritepui ","Tepui Tinamou","130"
"13","528","Brun Tinamu","obsoletus ","Brown Tinamou","140"
"14","528","Traylors Tinamu","obsoletus traylori","Traylor's Tinamou","150"
"15","528","Bølgetinamu","undulatus ","Undulated Tinamou","160"
"16","528","Lysbrynet Tinamu","transfasciatus ","Pale-browed Tinamou","170"
"17","528","Brasiliansk Tinamu","strigulosus ","Brazilian Tinamou","180"
"18","528","Gråbenet Tinamu","duidae ","Grey-legged Tinamou","190"
"19","528","Rødbenet Tinamu","erythropus ","Red-legged Tinamou","200"
"20","528","Colombiansk Tinamu","erythropus columbianus","Colombian Tinamou","210"
"21","528","Santa Marta Tinamu","erythropus idoneus","Santa Marta Tinamou","220"
"22","528","Magdalenatinamu","saltuarius ","Magdalena Tinamou","230"
"23","528","Gulbenet Tinamu","noctivagus ","Yellow-legged Tinamou","240"
"24","528","Sodkronet Tinamu","atrocapillus ","Black-capped Tinamou","250"
"25","528","Garlepps Tinamu","atrocapillus garleppi","Garlepp's Tinamou","260"
"26","528","Krattinamu","cinnamomeus ","Thicket Tinamou","270"
"27","528","Gråbrystet Tinamu","boucardi ","Slaty-breasted Tinamou","280"
"28","528","Chocótinamu","kerriae ","Choco Tinamou","290"
"29","528","Sorthovedet Tinamu","variegatus ","Variegated Tinamou","300"
"30","528","Rustfarvet Tinamu","brevirostris ","Rusty Tinamou","310"
"31","528","Bartletts Tinamu","bartletti ","Bartlett's Tinamou","320"
"32","528","Kortnæbbet Tinamu","parvirostris ","Small-billed Tinamou","330"
"33","528","Båndtinamu","casiquiare ","Barred Tinamou","340"
"34","528","Tataupatinamu","tataupa ","Tataupa Tinamou","350"
"35","1815","Pampashøne","rufescens ","Red-winged Tinamou","360"
"36","1815","Huaycotinamu","maculicollis ","Huayco Tinamou","370"
"37","1354","Stor Bjergtinamu","taczanowskii ","Taczanowski's Tinamou","380"
"38","1354","Bjergtinamu","ornata ","Ornate Tinamou","390"
"39","1354","Chiletinamu","perdicaria ","Chilean Tinamou","400"
"40","1354","Mørkvinget Tinamu","cinerascens ","Brushland Tinamou","410"
"41","1354","Andestinamu","pentlandii ","Andean Tinamou","420"
"42","1354","Seglnæbbet Tinamu","curvirostris ","Curve-billed Tinamou","430"
"43","1355","Hvidbuget Vagteltinamu","boraquira ","White-bellied Nothura","440"
"44","1355","Vagteltinamu","minor ","Lesser Nothura","450"
"45","1355","Andesvagteltinamu","darwinii ","Darwin's Nothura","460"
"46","1355","Plettet Vagteltinamu","maculosa ","Spotted Nothura","470"
"47","1355","Chacovagteltinamu","chacoensis ","Chaco Nothura","480"
"48","1998","Dværgtinamu","nanus ","Dwarf Tinamou","490"
"49","695","Toptinamu","elegans ","Elegant Crested Tinamou","500"
"50","695","Quebracho-toptinamu","formosa ","Quebracho Crested Tinamou","510"
"51","2058","Punatinamu","pentlandii ","Puna Tinamou","520"
"52","2058","Patagonsk Tinamu","ingoufi ","Patagonian Tinamou","530"
"53","1961","Masaistruds","camelus ","Common Ostrich","550"
"54","1961","Somalistruds","molybdophanes ","Somali Ostrich","560"
"55","1786","Nandu","americana ","Greater Rhea","580"
"56","1716","Lille Nandu","pennata ","Darwin's Rhea","590"
"57","1716","Punanandu","pennata tarapacensis","Puna Rhea","600"
"58","310","Hjelmkasuar","casuarius ","Southern Cassowary","620"
"59","310","Dværgkasuar","bennetti ","Dwarf Cassowary","630"
"60","310","Nordlig Kasuar","unappendiculatus ","Northern Cassowary","640"
"61","621","Emu","novaehollandiae ","Emu","660"
"62","621","Sort Emu","ater ","King Island Emu","670"
"63","621","Kangaroo Emu","baudinianus ","Kangaroo Island Emu","680"
"64","142","Brun Kiwi","australis ","Southern Brown Kiwi","700"
"65","142","Nordlig Kiwi","mantelli ","North Island Brown Kiwi","710"
"66","142","Okarito Kiwi","rowi ","Okarito Kiwi","720"
"67","142","Dværgkiwi","owenii ","Little Spotted Kiwi","730"
"68","142","Stor Kiwi","haastii ","Great Spotted Kiwi","740"
"69","142","Vestkyst-kiwi","occidentalis Megapodiidae","West Coast Spotted Kiwi","750"
"70","60","Kratkalkun","lathami ","Australian Brushturkey","770"
"71","32","Kamtallegalla","arfakianus ","Wattled Brushturkey","780"
"72","32","Waigeutallegalla","bruijnii ","Waigeo Brushturkey","790"
"73","1994","Rødnæbbet Tallegalla","cuvieri ","Red-billed Brushturkey","800"
"74","1994","Sortnæbbet Tallegalla","fuscirostris ","Black-billed Brushturkey","810"
"75","1994","Brunhalset Tallegalla","jobiensis ","Collared Brushturkey","820"
"76","1021","Malleehøne","ocellata ","Malleefowl","830"
"77","1109","Hammerhøne","maleo ","Maleo","840"
"78","706","Molukbuskhøne","wallacei ","Moluccan Megapode","850"
"79","1147","Niaufooubuskhøne","pritchardii ","Tongan Megapode","860"
"80","1147","Mikronesisk Buskhøne","laperouse ","Micronesian Megapode","870"
"81","1147","Marianerbuskhøne","laperouse laperouse","Micronesian Megapode","880"
"82","1147","Palaubuskhøne","laperouse senex","Palau Megapode","890"
"83","1147","Nicobarbuskhøne","nicobariensis ","Nicobar Megapode","900"
"84","1147","Filippinsk Buskhøne","cumingii ","Philippine Megapode","910"
"85","1147","Sulabuskhøne","bernsteinii ","Sula Megapode","920"
"86","1147","Tanimbarbuskhøne","tenimberensis ","Tanimbar Megapode","930"
"87","1147","Mørk Buskhøne","freycinet ","Dusky Megapode","940"
"88","1147","Cerambuskhøne","forstenii ","Forsten's Megapode","950"
"89","1147","Papuabuskhøne","affinis ","New Guinea Scrubfowl","960"
"90","1147","Biakbuskhøne","geelvinkianus ","Biak Megapode","970"
"91","1147","Melanesisk Buskhøne","eremita ","Melanesian Megapode","980"
"92","1147","Vanuatubuskhøne","layardi ","Vanuatu Megapode","990"
"93","1147","Kæmpebuskhøne","molistructor ","Pile-buildder Megapode","1000"
"94","1147","Viti Levu-buskhøne","amissus ","Viti Levu Megapode","1010"
"95","1147","Ny Guinea-buskhøne","decollatus ","New Guinea Megapode","1020"
"96","1147","Torresbuskhøne","reinwardt ","Scrubfowl","1030"
"97","1147","Torresbuskhøne","reinwardt reinwardt","Orange-footed Scrubfowl","1040"
"98","1419","Brun Chachalaca","vetula ","Plain Chachalaca","1050"
"99","1419","Mexicansk Chachalaca","cinereiceps ","Grey-headed Chachalaca","1060"
"100","1419","Kastanjevinget Chachalaca","garrula ","Chestnut-winged Chachalaca","1070"
"101","1419","Venezuela-chachalaca","ruficauda ","Rufous-vented Chachalaca","1080"
"102","1419","Rusthalet Chachalaca","ruficauda ruficauda","Rufous-tipped Chachalaca","1090"
"103","1419","Rustgumpet Chachalaca","ruficauda ruficrissa","Rufous-vented Chachalaca","1100"
"104","1419","Rusthovedet Chachalaca","erythroptera ","Rufous-headed Chachalaca","1110"
"105","1419","Rødbuget Chachalaca","wagleri ","Rufous-bellied Chachalaca","1120"
"106","1419","Sierra Madre-chachalaca","poliocephala ","West Mexican Chachalaca","1130"
"107","1419","Chacochachalaca","canicollis ","Chaco Chachalaca","1140"
"108","1419","Hvidbuget Chachalaca","leucogastra ","White-bellied Chachalaca","1150"
"109","1419","Spættet Chachalaca","guttata ","Speckled Chachalaca","1160"
"110","1419","Brasiliansk Chachalaca","araucuan ","East Brazilian Chachalaca","1170"
"111","1419","Skællet Chachalaca","squamata ","Scaled Chachalaca","1180"
"112","1419","Colombiansk Chachalaca","columbiana ","Colombian Chachalaca","1190"
"113","1419","Lille Chachalaca","motmot ","Little Chachalaca","1200"
"114","1419","Kastanjehovedet Chachalaca","ruficeps ","Chestnut-headed Chachalaca","1210"
"115","1419","Lysbrynet Chachalaca","superciliaris ","Buff-browed Chachalaca","1220"
"116","1481","Sølvøret Penelopehøne","argyrotis ","Band-tailed Guan","1230"
"117","1481","Skægpenelopehøne","barbata ","Bearded Guan","1240"
"118","1481","Chocópenelopehøne","ortoni ","Baudo Guan","1250"
"119","1481","Andespenelopehøne","montagnii ","Andean Guan","1260"
"120","1481","Cayennepenelopehøne","marail ","Marail Guan","1270"
"121","1481","Rustrandet Penelopehøne","superciliaris ","Rusty-margined Guan","1280"
"122","1481","Rødmasket Penelopehøne","dabbenei ","Red-faced Guan","1290"
"123","1481","Toppet Penelopehøne","purpurascens ","Crested Guan","1300"
"124","1481","Caucapenelopehøne","perspicax ","Cauca Guan","1310"
"125","1481","Hvidvinget Penelopehøne","albipennis ","White-winged Guan","1320"
"126","1481","Spix' Penelopehøne","jacquacu ","Spix's Guan","1330"
"127","1481","Grønrygget Penelopehøne","jacquacu granti","Green-backed Guan","1340"
"128","1481","Mørkbenet Penelopehøne","obscura ","Dusky-legged Guan","1350"
"129","1481","Hvidtoppet Penelopehøne","pileata ","White-crested Guan","1360"
"130","1481","Kastanjebuget Penelopehøne","ochrogaster ","Chestnut-bellied Guan","1370"
"131","1481","Hvidbrynet Penelopehøne","jacucaca ","White-browed Guan","1380"
"132","1581","Trinidadfløjtehøne","pipile ","Common Piping Guan","1390"
"133","1581","Blåstrubet Fløjtehøne","cumanensis ","Blue-throated Piping Guan","1400"
"134","1581","Hvidhovedet Fløjtehøne","cumanensis cumanensis","White-headed Piping Guan","1410"
"135","1581","Hvidstrubet Fløjtehøne","cumanensis grayi","Gray's Piping Guan","1420"
"136","1581","Sortpandet Fløjtehøne","jacutinga ","Black-fronted Piping Guan","1430"
"137","1581","Rødstrubet Fløjtehøne","cujubi ","Red-throated Piping Guan","1440"
"138","1581","Fløjtehøne","cujubi cujubi","Stripe-crowned Piping Guan","1450"
"139","1581","Natterers Fløjtehøne","cujubi nattereri","Natterer's Piping Guan","1460"
"140","3","Lappepenelopehøne","aburri ","Wattled Guan","1470"
"141","358","Sort Penelopehøne","unicolor ","Black Guan","1480"
"142","358","Seglvinget Penelopehøne","goudotii ","Sickle-winged Guan","1490"
"143","1483","Chalopehøne","nigra ","Highland Guan","1500"
"144","1401","Hornhokko","derbianus ","Horned Guan","1510"
"145","1353","Nathokko","urumutum ","Nocturnal Curassow","1520"
"146","1233","Topløs Hokko","tomentosum ","Crestless Curassow","1530"
"147","1233","Salvins Hokko","salvini ","Salvin's Curassow","1540"
"148","1233","Kamnæbshokko","tuberosum ","Razor-billed Curassow","1550"
"149","1233","Alagoashokko","mitu ","Alagoas Curassow","1560"
"150","1471","Hjelmhokko","pauxi ","Northern Helmeted Curassow","1570"
"151","1471","Sydlig Hjelmhokko","unicornis ","Southern Helmeted Curassow","1580"
"152","511","Stor Hokko","rubra ","Great Curassow","1590"
"153","511","Blåknoppet Hokko","alberti ","Blue-knobbed Curassow","1600"
"154","511","Gulknoppet Hokko","daubentoni ","Yellow-knobbed Curassow","1610"
"155","511","Kamhokko","alector ","Black Curassow","1620"
"156","511","Gullappet Hoko","globulosa ","Wattled Curassow","1630"
"157","511","Nøgenmasket Hokko","fasciolata ","Bare-faced Curassow","1640"
"158","511","Båndet Hokko","fasciolata fasciolata","Fasciated Curassow","1650"
"159","511","Rødnæbbet Hokko","blumenbachii ","Red-knobbed Curassow","1660"
"160","43","Hvidbrystet Kalkunhøne","meleagrides ","White-breasted Guineafowl","1680"
"161","43","Sort Kalkunhøne","niger ","Black Guineafowl","1690"
"162","1360","Perlehøne","meleagris ","Helmeted Guineafowl","1700"
"163","1360","Vestafrikansk Perlehøne","meleagris galeata","West African Guineafowl","1710"
"164","1360","BlålappetPerlehøne","meleagris mitratus","Tufted Guineafowl","1720"
"165","822","Parykperlehøne","plumifera ","Plumed Guineafowl","1730"
"166","822","Krøltoppet Perlehøne","pucherani ","Crested Guineafowl","1740"
"167","822","Kenyaperlehøne","pucherani pucherani","Kenya Guineafowl","1750"
"168","822","Krøltoppet Perlehøne","pucherani edouardi","Crested Guineafowl","1760"
"169","18","Gribbeperlehøne","vulturinum ","Vulturine Guineafowl","1770"
"170","591","Vera Cruz-skovvagtel","barbatus ","Bearded Wood Partridge","1790"
"171","591","Langhalet Skovvagtel","macroura ","Long-tailed Wood Partridge","1800"
"172","591","Hvidpandet Skovvagtel","leucophrys ","Buffy-crowned Wood Partridge","1810"
"173","1407","Bjergvagtel","pictus ","Mountain Quail","1820"
"174","265","Skælvagtel","squamata ","Scaled Quail","1830"
"175","265","Rødtoppet Vagtel","douglasii ","Elegant Quail","1840"
"176","265","Californisk Topvagtel","californica ","California Quail","1850"
"177","265","Ørkentopvagtel","gambelii ","Gambel's Quail","1860"
"178","1537","Båndvagtel","fasciatus ","Banded Quail","1870"
"179","464","Bobwhite","virginianus ","Northern BobWhite","1880"
"180","464","Yucatántrævagtel","nigrogularis ","Yucatan BobWhite","1890"
"181","464","Hvidstrubet Trævagtel","leucopogon ","Spot-bellied BobWhite","1900"
"182","464","Toptrævagtel","cristatus ","Crested BobWhite","1910"
"183","1380","Brun Tandvagtel","gujanensis ","Marbled Wood Quail","1920"
"184","1380","Pletvinget Tandvagtel","capueira ","Spot-winged Wood Quail","1930"
"185","1380","Sortøret Tandvagtel","melanotis ","Black-eared Wood Quail","1940"
"186","1380","Brunmasket Tandvagtel","erythrops ","Rufous-fronted Wood Quail","1950"
"187","1380","Sortpandet Tandvagtel","atrifrons ","Black-fronted Wood Quail","1960"
"188","1380","Kastanjetandvagtel","hyperythrus ","Chestnut Wood Quail","1970"
"189","1380","Mørkrygget Tandvagtel","melanonotus ","Dark-backed Wood Quail","1980"
"190","1380","Rødbrystet Tandvagtel","speciosus ","Rufous-breasted Wood Quail","1990"
"191","1380","Tacarcuna-tandvagtel","dialeucos ","Tacarcuna Wood Quail","2000"
"192","1380","Halsbåndstandvagtel","strophium ","Gorgeted Wood Quail","2010"
"193","1380","Venezuelatandvagtel","columbianus ","Venezuelan Wood Quail","2020"
"194","1380","Sortbrystet Tandvagtel","leucolaemus ","Black-breasted Wood Quail","2030"
"195","1380","Boliviatandvagtel","balliviani ","Stripe-faced Wood Quail","2040"
"196","1380","Perutandvagtel","stellatus ","Starred Wood Quail","2050"
"197","1380","Mexicansk Tandvagtel","guttatus ","Spotted Wood Quail","2060"
"198","568","Sangvagtel","thoracicus ","Singing Quail","2070"
"199","565","Montezumavagtel","montezumae ","Montezuma Quail","2080"
"200","565","Salles Vagtel","montezumae sallei","Salle's Quail","2090"
"201","565","Brillevagtel","ocellatus ","Ocellated Quail","2100"
"202","1813","Langbenet Tandvagtel","cinctus ","Tawny-faced Quail","2110"
"203","1170","Kalkun","gallopavo ","Wild Turkey","2130"
"204","1170","Påfuglekalkun","ocellata ","Ocellated Turkey","2140"
"205","219","Kravehjerpe","umbellus ","Ruffed Grouse","2150"
"206","2023","Hjerpe","bonasia ","Hazel Grouse","2160"
"207","2023","Kinesisk Hjerpe","sewerzowi ","Severtsov's Grouse","2170"
"208","733","Amurhjerpe","falcipennis ","Siberian Grouse","2180"
"209","733","Granhjerpe","canadensis ","Spruce Grouse","2190"
"210","733","Sydlig Granhjerpe","canadensis franklinii","Franklin's Grouse","2200"
"211","2020","Tjur","urogallus ","Western Capercaillie","2210"
"212","2020","Sortnæbbet Tjur","parvirostris ","Black-billed Capercaillie","2220"
"213","1100","Urfugl","tetrix ","Black Grouse","2230"
"214","1100","Sort Urfugl","mlokosiewiczi ","Caucasian Grouse","2240"
"215","322","Salviehøne","urophasianus ","Sage Grouse","2250"
"216","322","Lille Salviehøne","minimus ","Gunnison Grouse","2260"
"217","580","Blå Hjerpe","obscurus ","Blue Grouse","2270"
"218","580","Mørk Hjerpe","obscurus obscurus","Dusky Grouse","2280"
"219","580","Sodfarvet Hjerpe","obscurus fuliginosus","Sooty Grouse","2290"
"220","2101","Spidshalet Præriehøne","phasianellus ","Sharp-tailed Grouse","2300"
"221","2101","Lille Præriehøne","pallidicinctus ","Lesser Prairie Chicken","2310"
"222","2101","Præriehøne","cupido ","Greater Prairie Chicken","2320"
"223","999","Hvidhalet Rype","leucura ","White-tailed Ptarmigan","2330"
"224","999","Fjeldrype","muta ","Rock Ptarmigan","2340"
"225","999","Dalrype","lagopus ","Willow Grouse","2350"
"226","999","Skotsk Rype","lagopus scotica","Scotish Grouse","2360"
"227","1037","Snehøne","lerwa ","Snow Partridge","2370"
"228","2022","Rødstrubet Monal","obscurus ","Verreaux's Monal-Partridge","2380"
"229","2022","Gulstrubet Monal","szechenyii ","Szechenyi's Monal-Partridge","2390"
"230","2021","Kaukasisk Kongehøne","caucasicus ","Caucasian Snowcock","2400"
"231","2021","Kaspisk Kongehøne","caspius ","Caspian Snowcock","2410"
"232","2021","Himalayakongehøne","himalayensis ","Himalayan Snowcock","2420"
"233","2021","Tibetkongehøne","tibetanus ","Tibetan Snowcock","2430"
"234","2021","Altaikongehøne","altaicus ","Altai Snowcock","2440"
"235","57","Stenhøne","graeca ","Rock Partridge","2450"
"236","57","Chukarhøne","chukar ","Chukar Partridge","2460"
"237","57","Kinesisk Stenhøne","magna ","Przevalski's Partridge","2470"
"238","57","Sortstrubet Stenhøne","philbyi ","Philby's Partridge","2480"
"239","57","Berberhøne","barbara ","Barbary Partridge","2490"
"240","57","Rødhøne","rufa ","Red-legged Partridge","2500"
"241","57","Arabisk Stenhøne","melanocephala ","Arabian Partridge","2510"
"242","83","Si-si Ørkenhøne","griseogularis ","See-see Partridge","2520"
"243","83","Ørkenhøne","heyi ","Sand Partridge","2530"
"244","1727","Afrikansk Buskhøne","petrosus ","Stone Partridge","2540"
"245","1727","Ituribuskhøne","nahani ","Nahan's Francolin","2550"
"246","747","Sort Frankolin","francolinus ","Black Francolin","2560"
"247","747","Malet Frankolin","pictus ","Painted Francolin","2570"
"248","747","Kinesisk Frankolin","pintadeanus ","Chinese Francolin","2580"
"249","747","Grå Frankolin","pondicerianus ","Grey Francolin","2590"
"250","747","Sumpfrankolin","gularis ","Swamp Francolin","2600"
"251","1478","Skovfrankolin","lathami ","Forest Francolin","2610"
"252","1478","Coquifrankolin","coqui ","Coqui Francolin","2620"
"253","1478","Hvidstrubet Frankolin","albogularis ","White-throated Francolin","2630"
"254","1478","Båndfrankolin","schlegelii ","Schlegel's Francolin","2640"
"255","1870","Perlehalsfrankolin","streptophorus ","Ring-necked Francolin","2650"
"256","1870","Gråvinget Frankolin","africana ","Grey-winged Francolin","2660"
"257","1870","Rødvinget Frankolin","levaillantii ","Red-winged Francolin","2670"
"258","1870","Angolafrankolin","finschi ","Finsch's Francolin","2680"
"259","1870","Mopanefrankolin","shelleyi ","Shelley's Francolin","2690"
"260","1870","Elgonfrankolin","shelleyi elgonensis","Elgon Francolin","2700"
"261","1870","Hedefrankolin","psilolaemus ","Moorland Francolin","2710"
"262","1870","Oranjefrankolin","levaillantoides ","Orange River Francolin","2720"
"263","1870","Eritreafrankolin","levaillantoides gutturalis","Acacia Francolin","2730"
"264","1870","Somalifrankolin","levaillantoides lorti","Archer's Francolin","2740"
"265","589","Topfrankolin","sephaena ","Crested Francolin","2750"
"266","589","Rovumafrankolin","sephaena rovuma","Kirk's Francolin","2760"
"267","1714","Skælfrankolin","squamatus ","Scaly Francolin","2770"
"268","1714","Vestlig Skælfrankolin","ahantensis ","Ahanta Francolin","2780"
"269","1714","Angolaskælfrankolin","griseostriatus ","Grey-striped Francolin","2790"
"270","1714","Hildebrandts Frankolin","hildebrandti ","Hildebrandt's Francolin","2800"
"271","1714","Stribet Frankolin","bicalcaratus ","Double-spurred Francolin","2810"
"272","1714","Gulnæbbet Frankolin","icterorhynchus ","Heuglin's Francolin","2820"
"273","1714","Sahelfrankolin","clappertoni ","Clapperton's Francolin","2830"
"274","1714","Abayfrankolin","harwoodi ","Harwood's Francolin","2840"
"275","1714","Angolabjergfrankolin","swierstrai ","Swierstra's Francolin","2850"
"276","1714","Camerounbjergfrankolin","camerunensis ","Mount Cameroon Francolin","2860"
"277","1714","Ugandabjergfrankolin","nobilis ","Handsome Francolin","2870"
"278","1714","Kenyabjergfrankolin","jacksoni ","Jackson's Francolin","2880"
"279","1714","Etiopisk Bjergfrankolin","castaneicollis ","Chestnut-naped Francolin","2890"
"280","1714","Mendebo-bjergfrankolin","castaneicollis atrifrons","Ethiopian Francolin","2900"
"281","1714","Djibouti-bjergfrankolin","ochropectus ","Djibouti Francolin","2910"
"282","1714","Rødehavs-bjergfrankolin","erckelii ","Erckel's Francolin","2920"
"283","1714","Namibfrankolin","hartlaubi ","Hartlaub's Spurfowl","2930"
"284","1714","Rødnæbbet Frankolin","adspersus ","Red-billed Spurfowl","2940"
"285","1714","Kapfrankolin","capensis ","Cape Spurfowl","2950"
"286","1714","Natalfrankolin","natalensis ","Natal Spurfowl","2960"
"287","1714","Gulstrubet Sporehøne","leucoscepus ","Yellow-necked Spurfowl","2970"
"288","1714","Gråbrystet Sporehøne","rufopictus ","Grey-breasted Spurfowl","2980"
"289","1714","Rødhalset Sporehøne","afer ","Red-necked Spurfowl","2990"
"290","1714","Nøgenmasket Sporehøne","afer afer","Red-necked Spurfowl","3000"
"291","1714","Gråhalset Sporehøne","afer cranchii","Cranch's Spurfowl","3010"
"292","1714","Gråbrun Sporehøne","swainsonii ","Swainson's Spurfowl","3020"
"293","1488","Agerhøne","perdix ","Grey Partridge","3030"
"294","1488","Steppeagerhøne","dauurica ","Daurian Partridge","3040"
"295","1488","Tibetansk Agerhøne","hodgsoniae ","Tibetan Partridge","3050"
"296","1796","Langnæbbet Skovhøne","longirostris ","Long-billed Partridge","3060"
"297","1796","Dulitskovhøne","dulitensis ","Hose's Partridge","3070"
"298","1131","Madagaskarvagtel","madagascarensis ","Madagascar Partridge","3080"
"299","1166","Sort Skovvagtel","niger ","Black Partridge","3090"
"300","506","Vagtel","coturnix ","Common Quail","3100"
"301","506","Afrikansk Vagtel","coturnix africana","African Quail","3110"
"302","506","Japansk Vagtel","japonica ","Japanese Quail","3120"
"303","506","Regnvagtel","coromandelica ","Rain Quail","3130"
"304","506","Harlekinvagtel","delegorguei ","Harlequin Quail","3140"
"305","506","Sortbrystet Vagtel","pectoralis ","Stubble Quail","3150"
"306","506","Newzealandsk Vagtel","novaezelandiae ","New Zealand Quail","3160"
"307","506","Brun Vagtel","ypsilophora ","Brown Quail","3170"
"308","506","Sumpvagtel","ypsilophora ypsilophora","Swamp Quail","3180"
"309","506","Brun Vagtel","ypsilophora australis","Brown Quail","3190"
"310","506","Kinesisk Dværgvagtel","chinensis ","King Quail","3200"
"311","506","Afrikansk Dværgvagtel","adansonii ","Blue Quail","3210"
"312","126","Papuavagtel","monorthonyx ","Snow Mountains Quail","3220"
"313","1487","Buskvagtel","asiatica ","Jungle Bush Quail","3230"
"314","1487","Ørkenbuskvagtel","argoondah ","Rock Bush Quail","3240"
"315","1487","Rødnæbbet Buskvagtel","erythrorhyncha ","Painted Bush Quail","3250"
"316","1487","Manipurbuskvagtel","manipurensis ","Manipur Bush Quail","3260"
"317","2158","Udzungwaskovhøne","udzungwensis ","Udzungwa Forest Partridge","3270"
"318","2158","Rubehoskovhøne","obscurata ","Rubeho Forest Partridge","3280"
"319","152","Himalayaskovhøne","torqueola ","Hill Partridge","3290"
"320","152","Gyldenstrubet Skovhøne","rufogularis ","Rufous-throated Partridge","3300"
"321","152","Burmaskovhøne","atrogularis ","White-cheeked Partridge","3310"
"322","152","Taiwanskovhøne","crudigularis ","Taiwan Partridge","3320"
"323","152","Sikkimskovhøne","mandellii ","Chestnut-breasted Partridge","3330"
"324","152","Brunbrystet Skovhøne","brunneopectus ","Bar-backed Partridge","3340"
"325","152","Sichuanskovhøne","rufipectus ","Sichuan Partridge","3350"
"326","152","Kraveskovhøne","gingica ","White-necklaced Partridge","3360"
"327","152","Saigonskovhøne","davidi ","Orange-necked Partridge","3370"
"328","152","Cambodjaskovhøne","cambodiana ","Chestnut-headed Partridge","3380"
"329","152","Thaiskovhøne","diversa ","Siamese Partridge","3390"
"330","152","Malajskovhøne","campbelli ","Malaysian Partridge","3400"
"331","152","Battackskovhøne","rolli ","Roll's Partridge","3410"
"332","152","Bjergskovhøne","sumatrana ","Sumatran Partridge","3420"
"333","152","Sumatraskovhøne","orientalis ","Grey-breasted Partridge","3430"
"334","152","Javaskovhøne","javanica ","Chestnut-bellied Partridge","3440"
"335","152","Rødnæbbet Skovhøne","rubrirostris ","Red-billed Partridge","3450"
"336","152","Borneoskovhøne","hyperythra ","Red-breasted Partridge","3460"
"337","152","Kinabaluskovhøne","hyperythra erythrophrys","Kinabalu Partridge","3470"
"338","152","Hainanskovhøne","ardens ","Hainan Partridge","3480"
"339","152","Malakskovhøne","charltonii ","Scaly-breasted Partridge","3490"
"340","152","Grønbenet Skovhøne","chloropus ","Green-legged Partridge","3500"
"341","152","Annamskovhøne","merlini ","Annam Partridge","3510"
"342","273","Rødbrun Skovhøne","oculeus ","Ferruginous Partridge","3520"
"343","845","Rødhovedet Skovhøne","sanguiniceps ","Crimson-headed Partridge","3530"
"344","1824","Hjelmvagtel","rouloul ","Crested Partridge","3540"
"345","194","Burmabambushøne","fytchii ","Mountain Bamboo Partridge","3550"
"346","194","Kinesisk Bambushøne","thoracicus ","Chinese Bamboo Partridge","3560"
"347","766","Rød Sporehøne","spadicea ","Red Spurfowl","3570"
"348","766","Perlesporehøne","lunulata ","Painted Spurfowl","3580"
"349","766","Sri Lanka-sporehøne","bicalcarata ","Sri Lanka Spurfowl","3590"
"350","1391","Pradesh-vagtel","superciliosa ","Himalayan Quail Uttar","3600"
"351","975","Blodfasan","cruentus ","Blood Pheasant","3610"
"352","2073","Vestlig Tragopan","melanocephalus ","Western Tragopan","3620"
"353","2073","Satyrtragopan","satyra ","Satyr Tragopan","3630"
"354","2073","Nagaland-tragopan","blythii ","Blyth's Tragopan","3640"
"355","2073","Temminckstragopan","temminckii ","Temminck's Tragopan","3650"
"356","2073","Tragopan","caboti ","Cabot's Tragopan Cabots","3660"
"357","1736","Koklassfasan","macrolopha ","Koklass Pheasant","3670"
"358","1077","Glansfasan","impejanus ","Himalayan Monal","3680"
"359","1077","Hvidhalet Glansfasan","sclateri ","Sclater's Monal","3690"
"360","1077","Kinesisk Glansfasan","lhuysii ","Chinese Monal","3700"
"361","767","Bankivahøne","gallus ","Red Junglefowl","3710"
"362","767","Grå Junglehøne","sonneratii ","Grey Junglefowl","3720"
"363","767","Sri Lanka-junglehøne","lafayetii ","Sri Lanka Junglefowl","3730"
"364","767","Grøn Junglehøne","varius ","Green Junglefowl","3740"
"365","1086","Kalijfasan","leucomelanos ","Kalij Pheasant","3750"
"366","1086","Sortbrystet Kalijfasan","leucomelanos lathami","Horsfield's Pheasant","3760"
"367","1086","Burmakalijfasan","leucomelanos lineata","Lineated Pheasant","3770"
"368","1086","Sølvfasan","nycthemera ","Silver Pheasant","3780"
"369","1086","Edwardsfasan","edwardsi ","Edwards's Pheasant","3790"
"370","1086","Vietnamildryg","hatinhensis ","Vietnamese Pheasant","3800"
"371","1086","Swinhoesfasan","swinhoii ","Swinhoe's Pheasant","3810"
"372","1086","Sumatrafasan","hoogerwerfi ","Hoogerwerf's Pheasant","3820"
"373","1086","Salvadorifasan","inornata ","Salvadori's Pheasant","3830"
