"id","familieID","danskArt","latinArt","engelskArt","artSort"
"6114","377","Brunbrystet Løvhyttefugl","cerviniventris ","Fawn-breasted Bowerbird","62300"
"6115","491","Hvidhalset Barkløber","leucophaea ","White-throated Treecreeper","62320"
"6116","491","Lille Barkløber","leucophaea minor","Little Treecreeper","62330"
"6117","491","Papuabarkløber","placens ","Papuan Treecreeper","62340"
"6118","441","Rødbrynet Barkløber","erythrops ","Red-browed Treecreeper","62350"
"6119","441","Hvidbrynet Barkløber","affinis ","White-browed Treecreeper","62360"
"6120","441","Rødbrun Barkløber","rufus ","Rufous Treecreeper","62370"
"6121","441","Brun Barkløber","picumnus ","Brown Treecreeper","62380"
"6122","441","Sort Barkløber","picumnus melanota","Black Treecreeper","62390"
"6123","441","Sorthalet Barkløber","melanurus ","Black-tailed Treecreeper","62400"
"6124","441","Pilbarabarkløber","melanurus wellsi","Allied Treecreeper","62410"
"6125","1900","Brunrygget Alfesmutte","wallacii ","Wallace's Fairywren","62430"
"6126","1126","Brednæbbet Alfesmutte","grayi ","Broad-billed Fairywren","62440"
"6127","1126","Purarialfesmutte","campbelli ","Campbell's Fairywren","62450"
"6128","1126","Blå Alfesmutte","cyanocephalus ","Emperor Fairywren","62460"
"6129","1126","Cape York-alfesmutte","amabilis ","Lovely Fairywren","62470"
"6130","1126","Alfesmutte","lamberti ","Variegated Fairywren","62480"
"6131","1126","Rødtøjlet Alfesmutte","lamberti rogersi","Rogers's Fairywren","62490"
"6132","1126","Lavendel-alfesmutte","lamberti dulcis","Lavender-flanked Fairywren","62500"
"6133","1126","Purpurrygget Alfesmutte","lamberti assimilis","Purple-backed Fairywren","62510"
"6134","1126","Blåbrystet Alfesmutte","pulcherrimus ","Blue-breasted Fairywren","62520"
"6135","1126","Rødvinget Alfesmutte","elegans ","Red-winged Fairywren","62530"
"6136","1126","Sortstrubet Alfesmutte","cyaneus ","Superb Fairywren","62540"
"6137","1126","Pragtalfesmutte","splendens ","Splendid Fairywren","62550"
"6138","1126","Turkis Alfesmutte","splendens callainus","Turquoise Fairywren","62560"
"6139","1126","Sortrygget Alfesmutte","splendens melanotus","Black-backed Fairywren","62570"
"6140","1126","Purpurkronet Alfesmutte","coronatus ","Purple-crowned Fairywren","62580"
"6141","1126","Kimberleyalfesmutte","coronatus macgillivrayi","MacGillivray's Fairywren","62590"
"6142","1126","Hvidskuldret Alfesmutte","alboscapulatus ","White-shouldered Fairywren","62600"
"6143","1126","Rødrygget Alfesmutte","melanocephalus ","Red-backed Fairywren","62610"
"6144","1126","Hvidvinget Alfesmutte","leucopterus ","White-winged Fairywren","62620"
"6145","1126","Blåhvid Alfesmutte","leucopterus leuconotus","Blue-and-White Fairywren","62630"
"6146","446","Brun Alfesmutte","insignis ","Orange-crowned Fairywren","62640"
"6147","1951","Sydlig Emusmutte","malachurus ","Southern Emu-wren","62650"
"6148","1951","Mallee-emusmutte","mallee ","Mallee Emu-wren","62660"
"6149","1951","Eyre-emusmutte","ruficeps ","Rufous-crowned Emu-wren","62670"
"6150","89","Grå Gråssmutte","barbatus ","Grey Grasswren","62680"
"6151","89","Kimberleygræssmutte","housei ","Black Grasswren","62690"
"6152","89","Hvidstrubet Gråssmutte","woodwardi ","White-throated Grasswren","62700"
"6153","89","Rødvinget Gråssmutte","dorotheae ","Carpentarian Grasswren","62710"
"6154","89","Korthalet Gråssmutte","merrotsyi ","Short-tailed Grasswren","62720"
"6155","89","Stribet Gråssmutte","striatus ","Striated Grasswren","62730"
"6156","89","Okkergræssmutte","striatus whitei","Rufous Grasswren","62740"
"6157","89","Ørkengræssmutte","goyderi ","Eyrean Grasswren","62750"
"6158","89","Brun Gråssmutte","textilis ","Thick-billed Grasswren","62760"
"6159","89","Brun Gråssmutte","textilis textilis","Western Grasswren","62770"
"6160","89","Langhalet Gråssmutte","textilis modestus","Thick-billed Grasswren","62780"
"6161","89","Rødbrun Gråssmutte","purnelli ","Dusky Grasswren","62790"
"6162","89","Kalkadoon Gråssmutte","ballarae ","Kalkadoon Grasswren","62800"
"6163","1236","Kauai Oo","braccatus ","Kauai Oo","62820"
"6164","1236","Oahu Oo","apicalis ","Oahu Oo","62830"
"6165","1236","Molokai","bishopi ","Bishop's Oo","62840"
"6166","1236","Hawaii Oo","nobilis ","Hawaii Oo","62850"
"6167","346","Kioea","angustipluma ","Kioea","62860"
"6168","1357","Skæghonningæder","cincta ","Stitchbird","62870"
"6169","2150","Spættet Honningæder","polygrammus ","Spotted Honeyeater","62880"
"6170","2150","Gulstreget Honningæder","macleayanus ","Macleay Honeyeater","62890"
"6171","2150","Gråhalset Honningæder","flaviventer ","Tawny-breasted Honeyeater","62900"
"6172","2150","Gulmasket Honningæder","provocator ","Kadavu Honeyeater","62910"
"6173","1051","Gulhalset Timorhonningæder","reticulatus ","Streaky-breasted Honeyeater","62920"
"6174","1051","Sortstrubet Honningæder","subfrenatus ","Black-throated Honeyeater","62930"
"6175","1051","Sørgehonningæder","obscurus ","Obscure Honeyeater","62940"
"6176","1051","Brillehonningæder","frenatus ","Bridled Honeyeater","62950"
"6177","1051","Eungella-honningæder","hindwoodi ","Eungella Honeyeater","62960"
"6178","1051","Gultøjlet Honningæder","chrysops ","Yellow-faced Honeyeater","62970"
"6179","1051","Sanghonningæder","virescens ","Singing Honeyeater","62980"
"6180","1051","Spraglet Honningæder","versicolor ","Varied Honeyeater","62990"
"6181","1051","Mangrovehonningæder","fasciogularis ","Mangrove Honeyeater","63000"
"6182","1051","Ensfarvet Honningæder","unicolor ","White-gaped Honeyeater","63010"
"6183","1051","Gul Honningæder","flavus ","Yellow Honeyeater","63020"
"6184","1051","Hvidøret Honningæder","leucotis ","White-eared Honeyeater","63030"
"6185","1051","Gulstrubet Honningæder","flavicollis ","Yellow-throated Honeyeater","63040"
"6186","1051","Gyldenøret Honningæder","melanops ","Yellow-tufted Honeyeater","63050"
"6187","1051","Hjelmhonningæder","melanops cassidix","Helmeted Honeyeater","63060"
"6188","1051","Malleehonningæder","cratitius ","Purple-gaped Honeyeater","63070"
"6189","1051","Gråhovedet Honningæder","keartlandi ","Grey-headed Honeyeater","63080"
"6190","1051","Gulhalset Honningæder","ornatus ","Yellow-plumed Honeyeater","63090"
"6191","1051","Gråpandet Honningæder","plumulus ","Grey-fronted Honeyeater","63100"
"6192","1051","Olivenbrun Honningæder","fuscus ","Fuscous Honeyeater","63110"
"6193","1051","Olivengul Honningæder","flavescens ","Yellow-tinted Honeyeater","63120"
"6194","1051","Hvidhalset Honningæder","penicillatus ","White-plumed Honeyeater","63130"
"6195","817","Guadalcanalhonningæder","inexpectata ","Guadalcanal Honeyeater","63140"
"6196","1406","Orangekindet Honningæder","chrysogenys ","Orange-cheeked Honeyeater","63150"
"6197","1178","Pletbrystet Honningæder","mimikae ","Mottle-breasted Honeyeater","63160"
"6198","1178","Bjerghonningæder","montana ","Forest Honeyeater","63170"
"6199","1178","Lille Pletbrystet Honningæder","orientalis ","Hill-forest Honeyeater","63180"
"6200","1178","Krathonningæder","albonotata ","Scrub Honeyeater","63190"
"6201","1178","Spottehonningæder","analoga ","Mimic Honeyeater","63200"
"6202","1178","Tagulahonningæder","vicina ","Tagula Honeyeater","63210"
"6203","1178","Lille Guløret Honningæder","gracilis ","Graceful Honeyeater","63220"
"6204","1178","Gulprikket Honningæder","gracilis stevensi","Stevens's Honeyeater","63230"
"6205","1178","Gulmundet","flavirictus ","Yellow-gaped Honeyeater","63240"
"6206","1178","Hvidstribet Honningæder","albilineata ","White-lined Honeyeater","63250"
"6207","1178","Tykgumpet Honningæder","aruensis ","Puff-backed Honeyeater","63260"
"6208","1178","Gulplettet Honningæder","notata ","Yellow-spotted Honeyeater","63270"
"6209","1178","Guløret Honningæder","lewinii ","Lewin's Honeyeater","63280"
"6210","746","Lappehonningæder","carunculatus ","Wattled Honeyeater","63290"
"6211","832","Stor Fijihonningæder","viridis ","Yodeling Honeyeater","63300"
"6212","832","Samoahonningæder","samoensis ","Mao Honeyeater","63310"
"6213","832","Ravnehonningæder","aubryana ","Crow Honeyeater","63320"
"6214","1129","Bjældefugl","melanophrys ","Bell Miner","63330"
"6215","1129","Hvidpandet Bjældefugl","melanocephala ","Noisy Miner","63340"
"6216","1129","Gulstrubet Bjældefugl","flavigula ","Yellow-throated Miner","63350"
"6217","1129","Mørk Bjældefugl","flavigula obscura","Dusky Miner","63360"
"6218","1129","Sortøret Bjældefugl","melanotis ","Black-eared Miner","63370"
"6219","666","Blåmasket Honningæder","cyanotis ","Blue-faced Honeyeater","63380"
"6220","666","Hvidvinget Honningæder","cyanotis albipennis","White-winged Honeyeater","63390"
"6221","1180","Sorthaget Honningæder","gularis ","Black-chinned Honeyeater","63400"
"6222","1180","Gyldenrygget Honningæder","laetior ","Golden-backed Honeyeater","63410"
"6223","1180","Barkhonningæder","validirostris ","Strong-billed Honeyeater","63420"
"6224","1180","Brunkronet Honningæder","brevirostris ","Brown-headed Honeyeater","63430"
"6225","1180","Hvidstrubet Honningæder","albogularis ","White-throated Honeyeater","63440"
"6226","1180","Hvidnakket Honningæder","lunatus ","White-naped Honeyeater","63450"
"6227","1180","Tasmansk Honningæder","affinis ","Black-headed Honeyeater","63460"
"6228","116","Newzealandsk Bjældefugl","melanura ","New Zealand Bellbird","63470"
"6229","1670","Præstefugl","novaeseelandiae ","Tui","63480"
"6230","1742","Ensfarvet Honningæder","ixoides ","Plain Honeyeater","63490"
"6231","1742","Gråbrun Honningæder","cinereus ","Marbled Honeyeater","63500"
"6232","1742","Skælhovedet Honningæder","stictocephalus ","Streak-headed Honeyeater","63510"
"6233","1181","Hvidstribet Munkefugl","gilolensis ","White-streaked Friarbird","63520"
"6234","1530","Brun Munkefugl","meyeri ","Meyer's Friarbird","63530"
"6235","1530","Sortbrystet Munkefugl","brassi ","Brass's Friarbird","63540"
"6236","1530","Hvidstrubet Munkefugl","citreogularis ","Little Friarbird","63550"
"6237","1530","Grå Munkefugl","kisserensis ","Grey Friarbird","63560"
"6238","1530","Timormunkefugl","inornatus ","Timor Friarbird","63570"
"6239","1530","Morotaimunkefugl","fuscicapillus ","Dusky Friarbird","63580"
"6240","1530","Cerammunkefugl","subcorniculatus ","Seram Friarbird","63590"
"6241","1530","Molukmunkefugl","moluccensis ","Black-faced Friarbird","63600"
"6242","1530","Hjelmmunkefugl","buceroides ","Helmeted Friarbird","63610"
"6243","1530","Melvillemunkefugl","buceroides gordoni","Melville Island Friarbird","63620"
"6244","1530","Munkefugl","novaeguineae ","Papuan Friarbird","63630"
"6245","1530","Cape York-munkefugl","yorki ","Hornbill Friarbird","63640"
"6246","1530","New Britain-munkefugl","cockerelli ","New Britain Friarbird","63650"
"6247","1530","Ny Irland-munkefugl","eichhorni ","New Ireland Friarbird","63660"
"6248","1530","Manusmunkefugl","albitorques ","White-naped Friarbird","63670"
"6249","1530","Sølvkronet Munkefugl","argenticeps ","Silver-crowned Friarbird","63680"
"6250","1530","Hornmunkefugl","corniculatus ","Noisy Friarbird","63690"
"6251","1530","Ny Caledonisk Munkefugl","diemenensis ","New Caledonian Friarbird","63700"
"6252","1603","Lancethonningæder","lanceolata ","Striped Honeyeater","63710"
"6253","4","Grågumpet Honningæder","rufogularis ","Spiny-cheeked Honeyeater","63720"
"6254","115","Buskhonningæder","chrysoptera ","Little Wattlebird","63730"
"6255","115","Lille Honningæder","lunulata ","Western Wattlebird","63740"
"6256","115","Rødlappet Honningæder","carunculata ","Red Wattlebird","63750"
"6257","115","Gullappet Honningæder","paradoxa ","Yellow Wattlebird","63760"
"6258","2148","Kongehonningæder","phrygia ","Regent Honeyeater","63770"
"6259","1179","Arfakhonningæder","gymnops ","Bare-eyed Honeyeater","63780"
"6260","1179","Signalhonningæder","fumigatus ","Smoky Honeyeater","63790"
"6261","1179","Hvidplettet Honningæder","ater ","Spangled Honeyeater","63800"
"6262","1102","Orangelappet Honningæder","pulchra ","Macgregor's Lappetface","63810"
"6263","1173","Sodbrun Honningæder","fuscus ","Sooty Honeyeater","63820"
"6264","1173","Bismarckhonningæder","whitemanensis ","Gilliard's Honeyeater","63830"
"6265","1173","Kortskægget Honningæder","nouhuysi ","Short-bearded Honeyeater","63840"
"6266","1173","Langskægget Honningæder","princeps ","Long-bearded Honeyeater","63850"
"6267","1173","Kanelbrynet Honningæder","ochromelas ","Cinnamon-browed Honeyeater","63860"
"6268","1173","Hvidhovedet Honningæder","leucostephes ","White-capped Honeyeater","63870"
"6269","1173","Gulbrynet Honningæder","rufocrissalis ","Yellow-browed Honeyeater","63880"
"6270","1173","Huonhonningæder","foersteri ","Huon Honeyeater","63890"
"6271","1173","Blåøjet Honningæder","belfordi ","Belford's Honeyeater","63900"
"6272","1173","Pragthonningæder","torquatus ","Ornate Honeyeater","63910"
"6273","1171","Makirahonningæder","sclateri ","Graceless Honeyeater","63920"
"6274","1728","Blygrå Honningæder","plumbea ","Leaden Honeyeater","63930"
"6275","1728","Olivenstribet Honningæder","meekiana ","Olive-streaked Honeyeater","63940"
"6276","1728","Rustflanket Honningæder","erythropleura ","Rufous-sided Honeyeater","63950"
"6277","1728","Rustrygget Honningæder","guisei ","Rufous-backed Honeyeater","63960"
"6278","1728","Stribet Honningæder","mayri ","Mayr's Honeyeater","63970"
"6279","1728","Sortstribet Honningæder","perstriata ","Grey-streaked Honeyeater","63980"
"6280","1289","Sortøret Honningæder","celebensis ","Dark-eared Myza","63990"
"6281","1289","Lysøret Honningæder","sarasinorum ","White-eared Myza","64000"
"6282","1177","Langnæbbet Honningæder","megarhynchus ","Long-billed Honeyeater","64010"
"6283","1957","Bougainvillehonningæder","bougainvillei ","Bougainville Honeyeater","64020"
"6284","796","Høgehonningæder","undulata ","Barred Honeyeater","64030"
"6285","796","Vanuatuhonningæder","notabilis ","White-bellied Honeyeater","64040"
"6286","1052","Lombokhonningæder","lombokia ","Scaly-crowned Honeyeater","64050"
"6287","1052","Olivenhonningæder","argentauris ","Olive Honeyeater","64060"
"6288","1052","Brun Honningæder","indistincta ","Brown Honeyeater","64070"
"6289","1052","Indonesisk Honningæder","limbata ","Indonesian Honeyeater","64080"
"6290","1052","Mørkebrun Honningæder","incana ","Grey-eared Honeyeater","64090"
"6291","1052","Sølvøret Honningæder","alboauricularis ","Silver-eared Honeyeater","64100"
"6292","1052","Skællet Honningæder","squamata ","Scaly-breasted Honeyeater","64110"
"6293","1052","Buruhonningæder","deningeri ","Buru Honeyeater","64120"
"6294","1052","Ceramhonningæder","monticola ","Seram Honeyeater","64130"
"6295","1052","Timorhonningæder","flavicans ","Flame-eared Honeyeater","64140"
"6296","1052","Wetarhonningæder","notabilis ","Black-necklaced Honeyeater","64150"
"6297","2079","Cape York-honningæder","cockerelli ","White-streaked Honeyeater","64160"
"6298","812","Rødnæbbet Honningæder","picta ","Painted Honeyeater","64170"
"6299","1556","Hvidbrystet Honningæder","pyrrhopterus ","Crescent Honeyeater","64180"
"6300","1556","Hvidskægget Honningæder","novaehollandiae ","New Holland Honeyeater","64190"
"6301","1556","Hvidkindet Honningæder","niger ","White-cheeked Honeyeater","64200"
"6302","1556","Hvidpandet Honningæder","albifrons ","White-fronted Honeyeater","64210"
"6303","797","Okkerkronet Honningæder","melanops ","Tawny-crowned Honeyeater","64220"
"6304","1773","Brunrygget Honningæder","modestus ","Brown-backed Honeyeater","64230"
"6305","1773","Skælbrystet Honningæder","fasciatus ","Bar-breasted Honeyeater","64240"
"6306","478","Brunbrystet Honningæder","albogularis ","Rufous-banded Honeyeater","64250"
"6307","478","Ruststrubet Honningæder","rufogularis ","Rufous-throated Honeyeater","64260"
"6308","478","Grå Honningæder","whitei ","Grey Honeyeater","64270"
"6309","8","Østlig Seglnæb","tenuirostris ","Eastern Spinebill","64280"
"6310","8","Vestlig Seglnæb","superciliosus ","Western Spinebill","64290"
"6311","339","Skadehonningæder","variegatus ","Pied Honeyeater","64300"
"6312","339","Båndhonningæder","pectoralis ","Banded Honeyeater","64310"
"6313","339","Broget Honningæder","niger ","Black Honeyeater","64320"
"6314","1290","Ambonhonningæder","blasii ","Drab Myzomela","64330"
"6315","1290","Hvidhaget Honningæder","albigula ","White-chinned Myzomela","64340"
"6316","1290","Askehonningæder","cineracea ","Ashy Myzomela","64350"
"6317","1290","Rubinstrubet Honningæder","eques ","Red-throated Myzomela","64360"
"6318","1290","Mørk Honningæder","obscura ","Dusky Myzomela","64370"
"6319","1290","Molukhonningæder","obscura simplex","Moluccan Myzomela","64380"
"6320","1290","Rødbrun Honningæder","obscura rubrobrunnea","Red-brown Myzomela","64390"
"6321","1290","Rød Honningæder","cruentata ","Red Myzomela","64400"
"6322","1290","Sort Honningæder","nigrita ","Black Myzomela","64410"
"6323","1290","Ny Irland-honningæder","pulchella ","Crimson-fronted Myzomela","64420"
"6324","1290","Rubinhonningæder","kuehni ","Crimson-hooded Myzomela","64430"
"6325","1290","Rødhovedet Honningæder","erythrocephala ","Red-headed Myzomela","64440"
"6326","1290","Sumbahonningæder","dammermani ","Sumba Myzomela","64450"
"6327","1290","Alfehonningæder","adolphinae ","Midget Myzomela","64460"
"6328","1290","Bandahonningæder","boiei ","Banda Myzomela","64470"
"6329","1290","Sulawesihonningæder","chloroptera ","Sulawesi Myzomela","64480"
"6330","1290","Wakolohonningæder","wakoloensis ","Wakolo Myzomela","64490"
"6331","1290","Skarlagen Honningæder","sanguinolenta ","Scarlet Myzomela","64500"
"6332","1290","Ny Caledonisk Honningæder","caledonica ","New Caledonian Myzomela","64510"
"6333","1290","Kardinalhonningæder","cardinalis ","Cardinal Myzomela","64520"
"6334","1290","Rotumahonningæder","chermesina ","Rotuma Myzomela","64530"
"6335","1290","Mikronesisk Honningæder","rubratra ","Micronesian Myzomela","64540"
"6336","1290","Rødstrubet Honningæder","sclateri ","Scarlet-bibbed Myzomela","64550"
"6337","1290","Ibenholthonningæder","pammelaena ","Ebony Myzomela","64560"
"6338","1290","Rødnakket Honningæder","lafargei ","Red-capped Myzomela","64570"
"6339","1290","Gulbuget Honningæder","eichhorni ","Crimson-rumped Myzomela","64580"
"6340","1290","Malaitahonningæder","malaitae ","Red-vested Myzomela","64590"
"6341","1290","Sorthovedet Honningæder","melanocephala ","Black-headed Myzomela","64600"
"6342","1290","Sodfarvet Honningæder","tristrami ","Sooty Myzomela","64610"
"6343","1290","Fijihonningæder","jugularis ","Sulphur-breasted Myzomela","64620"
"6344","1290","Sortbuget Honningæder","erythromelas ","Splendid Myzomela","64630"
"6345","1290","Rødgumpet Honningæder","vulnerata ","Black-breasted Myzomela","64640"
"6346","1290","SortRød Honningæder","rosenbergii ","Red-collared Myzomela","64650"
"6347","2057","Højlandshonningæder","fulvigula ","Olive Straightbill","64660"
"6348","2057","Lavlandshonningæder","griseigula ","Tawny Straightbill","64670"
"6349","2057","Hvidøjet Honningæder","fallax ","Green-backed Honeyeater","64680"
"6350","2057","Lysøjet Honningæder","fallax poliocephala","Pale-eyed Honeyeater","64690"
"6351","2057","Grønrygget Honningæder","fallax claudi","Green-backed Honeyeater","64700"
"6352","673","Rød Honningpikker","tricolor ","Crimson Chat","64710"
"6353","673","Sortstrubet Honningpikker","aurifrons ","Orange Chat","64720"
"6354","673","Gul Honningpikker","crocea ","Yellow Chat","64730"
"6355","673","Hvidmasket Honningpikker","albifrons ","White-fronted Chat","64740"
"6356","168","Ørkenhonningsmutte","lovensis ","Gibberbird","64750"
"6357","574","Østlig Børstesanger","brachypterus ","Eastern Bristlebird","64770"
"6358","574","Vestlig Børstesanger","longirostris ","Western Bristlebird","64780"
"6359","574","Brunhovedet Børstesanger","broadbenti ","Rufous Bristlebird","64790"
"6360","1454","Plettet Panterfugl","punctatus ","Spotted Pardalote","64810"
"6361","1454","Gulrygget Panterfugl","punctatus xanthopygus","Yellow-rumped Pardalote","64820"
"6362","1454","Tasmansk Panterfugl","quadragintus ","Forty-spotted Pardalote","64830"
"6363","1454","Rødbrynet Panterfugl","rubricatus ","Red-browed Pardalote","64840"
"6364","1454","Stribet Panterfugl","striatus ","Striated Pardalote","64850"
"6365","1454","Nordlig Panterfugl","striatus uropygialis","Northern Pardalote","64860"
"6366","1454","Sorthovedet Panterfugl","striatus melanocephalus","Black-headed Pardalote","64870"
"6367","1454","Pragtpanterfugl","striatus ornatus","Red-tipped Pardalote","64880"
"6368","1741","Lodsfugl","floccosus ","Pilotbird","64900"
"6369","9","Buskmejse","magna ","Scrubtit","64910"
"6370","1413","Origma","solitaria ","Rockwarbler","64920"
"6371","256","Rødgumpet Smutte","pyrrhopygius ","Chestnut-rumped Heathwren","64930"
"6372","256","Malleesmutte","cautus ","Shy Heathwren","64940"
"6373","256","Stribet Marksmutte","fuliginosus ","Striated Fieldwren","64950"
"6374","256","Bjergmarksmutte","montanellus ","Western Fieldwren","64960"
"6375","256","Brun Marksmutte","campestris ","Rufous Fieldwren","64970"
"6376","256","Isabellamarksmutte","campestris isabellinus","Rusty Fieldwren","64980"
"6377","1753","Rødstrube","brunneus ","Redthroat","64990"
"6378","1753","Marksanger","sagittatus ","Speckled Warbler","65000"
"6379","1409","Bregnesanger","gutturalis ","Fernwren","65010"
"6380","510","Lavlandsmusesanger","murina ","Rusty Mouse Warbler","65020"
"6381","510","Tofarvet Musesanger","nigrorufa ","Bicolored Mouse Warbler","65030"
"6382","510","Bjergmusesanger","robusta ","Mountain Mouse Warbler","65040"
"6383","1886","Lysnæbbet Busksanger","spilodera ","Pale-billed Scrubwren","65050"
"6384","1886","Papuabusksanger","papuensis ","Papuan Scrubwren","65060"
"6385","1886","Skælkronet Busksanger","keri ","Atherton Scrubwren","65070"
"6386","1886","Hvidbrynet Busksanger","frontalis ","White-browed Scrubwren","65080"
"6387","1886","Skælbrystet Busksanger","frontalis maculatus","Spotted Scrubwren","65090"
"6388","1886","Brunbrystet Busksanger","frontalis laevigaster","Buff-breasted Scrubwren","65100"
"6389","1886","Tasmansk Busksanger","humilis ","Brown Scrubwren","65110"
"6390","1886","Gulstrubet Busksanger","citreogularis ","Yellow-throated Scrubwren","65120"
"6391","1886","Langnæbbet Busksanger","magnirostra ","Large-billed Scrubwren","65130"
"6392","1886","Lille Busksanger","beccarii ","Beccari's Scrubwren","65140"
"6393","1886","Busksanger","virgatus ","Perplexing Scrubwren","65150"
"6394","1886","Stor Busksanger","nouhuysi ","Large Scrubwren","65160"
"6395","1886","Rustmasket Busksanger","perspicillatus ","Buff-faced Scrubwren","65170"
"6396","1886","Arfakbusksanger","rufescens ","Vogelkop Scrubwren","65180"
"6397","1886","Grågrøn Busksanger","arfakianus ","Grey-green Scrubwren","65190"
"6398","1907","Kortnæbbet Træsanger","brevirostris ","Weebill","65200"
"6399","1907","Gul Træsanger","brevirostris flavescens","Yellow Weebill","65210"
"6400","791","Moukitræsanger","mouki ","Brown Gerygone","65220"
"6401","791","Moukitræsanger","mouki mouki","Northern Gerygone","65230"
"6402","791","Brun Træsanger","mouki richmondi","Brown Gerygone","65240"
"6403","791","Grå Træsanger","igata ","Grey Gerygone","65250"
"6404","791","Lord Howe-træsanger","insularis ","Lord Howe Gerygone","65260"
"6405","791","Newzealandsk Træsanger","modesta ","Norfolk Gerygone","65270"
"6406","791","Chathamtræsanger","albofrontata ","Chatham Gerygone","65280"
"6407","791","Viftehaletræsanger","flavolateralis ","Fan-tailed Gerygone","65290"
"6408","791","Sørgetræsanger","ruficollis ","Treefern Gerygone","65300"
"6409","791","Malajtræsanger","sulphurea ","Golden-bellied Gerygone","65310"
"6410","791","Rødflanket Træsanger","dorsalis ","Rufous-sided Gerygone","65320"
"6411","791","Mangrovetræsanger","levigaster ","Mangrove Gerygone","65330"
"6412","791","Kantatortræsanger","levigaster cantator","Mangrove Gerygone","65340"
"6413","791","Timortræsanger","inornata ","Plain Gerygone","65350"
"6414","791","Hvidhalet Træsanger","fusca ","Western Gerygone","65360"
"6415","791","Mørk Træsanger","tenebrosa ","Dusky Gerygone","65370"
"6416","791","Tyknæbbet Træsanger","magnirostris ","Large-billed Gerygone","65380"
"6417","791","Biaktræsanger","magnirostris hypoxantha","Biak Gerygone","65390"
"6418","791","Gulbuget Træsanger","chrysogaster ","Yellow-bellied Gerygone","65400"
"6419","791","Waigeotræsanger","chrysogaster neglecta","Waigeo Gerygone","65410"
"6420","791","Hvidbuget Træsanger","chrysogaster notata","White-bellied Gerygone","65420"
"6421","791","Rødhalet Træsanger","ruficauda ","Rufous-tailed Gerygone","65430"
"6422","791","Asketræsanger","cinerea ","Ashy Gerygone","65440"
"6423","791","Grønrygget Træsanger","chloronota ","Green-backed Gerygone","65450"
"6424","791","Hvidstrubet Træsanger","olivacea ","White-throated Gerygone","65460"
"6425","791","Sorthovedet Træsanger","palpebrosa ","Fairy Gerygone","65470"
"6426","791","Sortstrubet Træsanger","palpebrosa personata","Black-throated Gerygone","65480"
"6427","791","Alfetræsanger","palpebrosa flavida","Fairy Gerygone","65490"
"6428","7","Bjergmejsesanger","katherina ","Mountain Thornbill","65500"
"6429","7","Brun Mejsesanger","pusilla ","Brown Thornbill","65510"
"6430","7","Tanamimejsesanger","pusilla tanami","Tanami Thornbill","65520"
"6431","7","Bleg Mejsesanger","pusilla whitlocki","Whitlock's Thornbill","65530"
"6432","7","Hvidbrynet Mejsesanger","pusilla albiventris","White-bellied Thornbill","65540"
"6433","7","Bredhalet Mejsesanger","apicalis ","Inland Thornbill","65550"
"6434","7","Tasmansk Mejsesanger","ewingii ","Tasmanian Thornbill","65560"
"6435","7","Papua Mejsesanger","murina ","Papuan Thornbill","65570"
"6436","7","Rødgumpet Mejsesanger","uropygialis ","Chestnut-rumped Thornbill","65580"
"6437","7","Brungumpet Mejsesanger","reguloides ","Buff-rumped Thornbill","65590"
"6438","7","Skælpandet Mejsesanger","reguloides squamata","Varied Thornbill","65600"
"6439","7","Vestlig Mejsesanger","inornata ","Western Thornbill","65610"
"6440","7","Tyndnæbbet Mejsesanger","iredalei ","Slender-billed Thornbill","65620"
"6441","7","Gulgumpet Mejsesanger","chrysorrhoa ","Yellow-rumped Thornbill","65630"
"6442","7","Gulbuget Mejsesanger","nana ","Yellow Thornbill","65640"
"6443","7","Stribet Mejsesanger","lineata ","Striated Thornbill","65650"
"6444","7","Grårygget Mejsesanger","robustirostris ","Slaty-backed Thornbill","65660"
"6445","134","Hvidmaske","leucopsis ","Southern Whiteface","65670"
"6446","134","Rødbrystet Hvidmaske","pectoralis ","Chestnut-breasted Whiteface","65680"
"6447","134","Ring-hvidmaske","nigricincta ","Banded Whiteface","65690"
"6448","1237","Gulhovedet Mohoua","ochrocephala ","Yellowhead","65700"
"6449","1237","Hvidhovedet Mohoua","albicilla ","Whitehead","65710"
"6450","739","Newzealandsk Mohoua","novaeseelandiae ","Pipipi","65720"
"6451","770","Ny Guinea-buenæb","isidorei ","Papuan Babbler","65740"
"6452","1643","Gråkronet Buenæb","temporalis ","Grey-crowned Babbler","65750"
"6453","1643","Rødbrystet Buenæb","temporalis rubeculus","Red-breasted Babbler","65760"
"6454","1643","Hvidstrubet Buenæb","halli ","Hall's Babbler","65770"
"6455","1643","Hvidbrynet Buenæb","superciliosus ","White-browed Babbler","65780"
"6456","1643","Kastanjekronet Buenæb","ruficeps ","Chestnut-crowned Babbler","65790"
"6457","1421","Almindelig Tømmerløber","novaeguineae ","Papuan Logrunner","65810"
"6458","1421","Tømmerløber","temminckii ","Australian Logrunner","65820"
"6459","1421","Tømmerløber","temminckii temminckii","Southern Logrunner","65830"
"6460","1421","Stor Tømmerløber","spaldingii ","Chowchilla","65840"
"6461","450","Blåsort Silkefugl","loriae ","Velvet Satinbird","65860"
"6462","450","Sortbrystet Silkefugl","macgregorii ","Antenna Satinbird","65870"
"6463","1065","Gulbuget Silkefugl","sericea ","Silken Satinbird","65880"
